TF2,AP-2alpha,AP-2gamma,ARID3A,ATF1,ATF2,ATF3,BAF155,BAF170,BATF,BCL11A,BCL3,BCLAF1,BDP1,BHLHE40,BRCA1,BRF1,BRF2,Bach1,Brg1,CBX3,CCNT2,CEBPB,CEBPD,CHD1,CHD2,COREST,CREB1,CTCF,CTCFL,CtBP2,E2F1,E2F4,E2F6,EBF1,ELF1,ELK1,ELK4,ERRA,ETS1,EZH2,Egr-1,FOSL1,FOSL2,FOXA1,FOXA2,FOXM1,FOXP2,GABP,GATA-1,GATA-2,GATA2,GATA3,GR,GRp20,GTF2B,GTF2F1,HA-E2F1,HDAC1,HDAC2,HDAC6,HMGN3,HNF4A,HNF4G,HSF1,IKZF1,IRF1,IRF3,IRF4,Ini1,JARID1A,JunD,KAP1,MAZ,MBD4,MEF2A,MEF2C,MTA3,MYBL2,MafF,MafK,Max,Mxi1,NANOG,NELFe,NF-E2,NF-YA,NF-YB,NFATC1,NFIC,NFKB,NR2F2,NRSF,Nrf1,PAX5-C20,PAX5-N19,PGC1A,PHF8,PLU1,PML,POU2F2,POU5F1,PRDM1,PU.1,Pbx3,Pol2,Pol2(b),Pol2(phosphoS2),Pol2-4H8,Pol3,RBBP5,RFX5,RPC155,RUNX3,RXRA,Rad21,SAP30,SETDB1,SIN3A,SIRT6,SIX5,SMC3,SP1,SP2,SP4,SPT20,SRF,STAT1,STAT2,STAT3,STAT5A,SUZ12,Sin3Ak-20,TAF1,TAF7,TAL1,TBLR1,TBP,TCF12,TCF3,TCF7L2,TEAD4,TFIIIC-110,THAP1,TR4,TRIM28,UBF,UBTF,USF-1,USF1,USF2,WHIP,YY1,ZBTB33,ZBTB7A,ZEB1,ZKSCAN1,ZNF217,ZNF263,ZNF274,ZZZ3,Znf143,c-Fos,c-Jun,c-Myc,eGFP-FOS,eGFP-GATA2,eGFP-HDAC8,eGFP-JunB,eGFP-JunD,p300
SUZ12,,,,,-0.003411357011364216,-0.0013600885046029607,,,,-0.0007126923997604876,,,,,-2.416787050715744e-05,,,0.0030496415438458283,,,,-0.003156132807607136,,0.030772212870548977,-0.0015484430108961527,,,-0.003272642001355506,,0.07693170019153832,,,,,,,,,,0.27499283414954606,0.012263454803833021,0.002014230377623829,,,,,,0.008278478979443574,,,,,,,,-0.002047261027443466,,,0.0005200694685462178,,,,,,,,,,,-0.0012381723226333856,-0.0030420193983683756,,,,,,,,,-0.005164294837345391,0.009292299542823582,-0.0014963155336108333,-0.0011248035626224109,,,,,,,,,-0.0005358618929165443,0.0005500630946537223,,,,,,,,-0.0010968911981194473,,,,-0.009295864022464155,,,-0.004962743755342664,,0.012568464928799039,-0.0005862566276077474,,,-0.0003941509150063777,-0.0054026451262730564,,,-0.0007720253707526323,,-0.0021413933938980016,,0.001424194545229623,-0.0014712158240819,-0.0030567876498468678,,-0.0009615666222210726,,,,,1.0,-0.000644086862396821,-0.006646056147778855,-0.004470339698741695,,,-3.0073430851282367e-05,0.006009045080574511,,,-0.0010876140974874964,,,,,,,-0.0015830295076720777,,-0.0012981465367304771,,0.0005155199523731934,,,,,,,-0.001405283762000313,,-0.001213404121113005,,0.0008126428280463272,0.00517443398674026,,,,,,-0.001844710896708969
Sin3Ak-20,,,0.09990606725433358,0.10608289721788922,0.1360565075960958,0.1819578806921487,,,,0.04609766878596705,0.20345094339882255,0.19523507732653003,0.005003633575113229,0.1749557139749557,0.11199225378098504,0.001379015801781938,0.006024832505029197,0.06594007821281427,0.04658677960840304,0.15388210610840877,0.27582943511252456,0.056000525711763005,0.2606505688425892,0.11457144189549227,0.18886487227311388,0.18772034171790597,0.15894443080929832,0.04723665314078001,0.10424066712348785,0.11739444854214655,,0.2794915783395752,0.3030798124721633,,0.25650971007118906,0.18603481282681228,,0.07760109390496965,0.3099694617776972,-8.075229770984843e-05,0.16977074631235609,0.057601625603834396,0.1657521533159908,0.06770067026864074,0.10025241518849025,,0.10583464718245174,0.24430806290423457,0.05860646850677439,0.05212182941599188,0.05329508143562674,,0.13505469532469871,0.10639340350467147,0.16529778051546867,0.17510653593401962,,0.279754999095075,0.18630608426032824,0.05334716855896634,0.281130033644977,0.16651279103811018,0.14337059192548082,0.08589950735312264,,0.28489111235762477,0.06223771978562391,,0.04062616837932512,0.14571493055227183,0.15789306132928682,-0.004350068268351165,0.29553544753893013,0.17003212015707503,0.08078173912876675,,,0.2876553070072043,0.023983886675977492,0.02117783603498094,0.24769306466338362,0.3482130520909359,0.06995316130589409,0.08237745304066814,0.04459998681004357,0.07937850531003407,0.07043324948099482,,0.23447569056872405,,0.10366257319703773,0.18853067839978324,0.11544659540845532,,,0.08747169494051496,0.31517645955159046,0.2978004953112507,0.23340920521826972,,0.041163992496889935,,0.06709226893980198,,0.32029874023482996,0.23802477381263548,0.11526579156670529,0.2907870509980316,0.0014792806477924947,0.20939937115777474,0.10933250591856654,0.012700432378539633,,0.11457834612747547,0.06197435978321738,0.3078881651945353,0.06372572603798592,0.36211715887226065,0.05119598080128127,0.16678562101252847,0.05993494756231772,0.2038496081958783,0.0921388508543632,0.16208178714624633,,0.11332721916249093,0.08742408754139738,0.08817861639286322,,0.09049052442724564,-0.000644086862396821,1.0,0.2749729031678868,0.18496563869951577,0.060717912236533146,0.17074605823083897,0.28828069629818714,0.170992746100702,,0.08484072730879173,0.1163942668487965,0.021071493564043597,0.19332813460286088,0.12414929383265533,0.12575644312609172,0.17590583105553903,0.22876634621325512,0.13712217345333688,0.14993630290419857,0.09964138855102793,,0.2531938179364327,0.18604340997677618,0.18941510652859098,,,,0.04288658471621882,0.010601012229880831,,0.13021911606812614,0.0790934483799738,0.05799042152387476,0.24269886608522176,0.039107734097456166,0.0314453566169232,0.06137556030712515,0.06822021605873234,0.10669125941322559,0.19115576167309076
TAF1,0.16736099113102196,0.1883075657667239,0.08803595058633334,0.172588880856854,0.1906968155994062,0.13498882815833863,0.1569778694209347,0.119010177581939,0.07261621639701986,0.06977832935967386,0.12483310748386883,0.24494935547226349,0.008559568424458212,0.17752441865934537,0.15620214326285706,0.0026819815844348225,0.002979166670074824,0.10026410551293538,0.09821419613127566,0.21956770358346508,0.3804007300340404,0.07304941009160325,0.29397212054416705,0.17032283049096722,0.2904195469398457,0.19140293778000417,0.2850058113423735,0.04613782888735222,0.09368087031305188,0.13461942889719736,0.21982740225028918,0.2500576515940651,0.27541888496704986,0.12066568613774271,0.2922098014399791,0.2700570550328129,0.28759099237311253,0.06982227324978325,0.2870826932957186,0.0035913571621678563,0.22763391054175638,0.08071855921743396,0.07639386387815247,0.02070033589891008,0.024921304250676776,0.1964904171158336,0.18343459171051413,0.2927840288506272,0.13261942526134246,0.09607014144188958,0.09057862569432713,,0.062017103949936446,0.12664115780838403,0.28903393716025894,0.30352116491527786,0.25859823649509,0.26953840582024147,0.15077819571002235,0.052399465668766736,0.38685835866117946,0.10500864657129781,0.09042193648927502,0.05513564505538525,0.06648365322173726,0.44225057852690003,0.09027998726610165,0.1467329734191429,0.1414432316916666,0.19971883126372672,0.1332924817122305,-0.005052754305981672,0.3420530356515148,0.07749340810731682,0.13677792813191367,0.1364672215921944,0.16673699325835795,0.2128444677232528,0.02220468348028768,0.03796840968121058,0.2871409826690542,0.3085968285872484,0.059866270419966824,0.11715234086941613,0.059048625806307944,0.1477052409219858,0.140451053237122,0.1264258530827794,0.15198250240208405,0.21877701975040878,0.15170192424115073,0.16802483087565395,0.19800742824142042,0.17864949022966162,0.2067805253653723,0.06921169683094049,0.4680324953205153,0.4577257768676672,0.37919242520283036,0.3048263389328926,0.03289776336545851,0.0373377952855427,0.09737253551653206,0.12141054783867568,0.5612401912353716,0.2880568707904757,0.21694984922187416,0.44075829262561506,0.003970522131940585,0.35689124987002907,0.1454813816639704,0.015339152154238256,0.20097488808948255,0.08465292098456789,0.04856004699088402,0.28333605501210174,0.0821352592117604,0.3208953670872403,0.0757143420808474,0.19319008773772317,0.05979878192546604,0.25160253602356797,0.1334989995767969,0.2987909920462942,0.0034221885748957387,0.1442606480707399,0.1294828087508333,0.16003890243697302,0.1100852777158574,0.14701745544768877,-0.006646056147778855,0.2749729031678868,1.0,0.33721678464846117,0.10202881566486742,0.25222101397568564,0.44431031520974573,0.13384833146124908,0.24816293069489606,0.10641490824639775,0.10317728951111794,0.01912617768217725,0.22800632350068678,0.11339758130231042,0.2013900051157937,0.2536452065315199,0.3201061609807925,0.12294276309717342,0.14489804246057572,0.11288265799416938,0.13235641312731394,0.32905231491475134,0.13486703267051053,0.22031766167973826,0.13482342805678657,0.13832330069996432,,0.05638421368201133,0.012398831697980558,0.01896933704710944,0.1328825376285444,0.12002476835629777,0.07927426882141111,0.26886792199061976,0.059934959316338146,0.07703573245015878,0.08123734187755342,0.1139313597195598,0.16885267717291202,0.1431118798940251
TAF7,,,0.07153006417143301,0.06890409253258217,0.1735494348406603,0.11581016550698753,,,,0.02382464996757398,0.14501748199734443,0.24370550587367448,0.03836586661773748,0.10416585241160825,0.12826774093540946,0.020660523734678696,0.013832691834963625,0.07576212550490119,0.05933271293120942,0.11091180124467441,0.14620348903573804,0.041334348238010424,,0.11949008953353243,0.16995576325643064,0.09670567084753813,,0.037753434828166926,0.043344879824526256,0.10086743184092588,,0.1671122784329773,0.12401312538743431,,0.11498053211263715,0.15115960775331633,,,0.20094270996682206,0.008269078703121747,0.1321759220133279,0.056125190530650765,,,,,,0.1584095807294052,0.058548613288175844,0.046297299033230925,0.060433316296847436,,,,0.24582111282353858,0.2689665288465219,,0.11707622823001937,0.1047468099201157,0.07178440203644242,0.15256929692168075,,,,,0.2356271465884885,,,0.03836366999569118,0.18529351073299224,0.13903548887988448,0.005376677034747883,0.12861316261093308,,0.102468116587041,,,,0.027970639904708272,0.027671869886848645,0.1236460684761673,0.16104164975164562,0.05085751346051678,0.1802673829899226,0.019242142555042255,0.0529155516274077,0.041812687065802163,,,,0.08589161909233445,0.09450539474630743,0.11027774414663469,,,,0.1752915125789531,0.20114905872415692,0.2291373254747118,,0.03094504687283207,,0.039892762635850405,,0.37341137964491355,0.22113944555785936,0.13266480751300688,0.3155325683864302,0.017031289882239724,0.18797420115753577,0.07153211521941208,0.04726275043259958,,0.05078567934817063,0.03671045446978481,0.1305507273665419,0.04997042499522381,0.255364494843568,0.06282218257980378,0.10475748060601636,0.026796775785654602,0.15811840138023484,0.09802641869078543,0.24069390340073626,,0.10830738119045319,0.09408257481089521,0.10088532410952626,,0.09836227968631188,-0.004470339698741695,0.18496563869951577,0.33721678464846117,1.0,0.06258348608739728,0.17343298109753535,0.3082123153333679,0.09338879335253232,,,0.0952456753371568,0.03181055303645428,0.1435318855142628,0.04074396606156039,0.13027074828515015,0.09541501562313315,0.12123072662829798,0.0633723611687696,,0.06234552818645282,,0.20834521649634793,0.12392406826128939,0.10498475504359812,,,,0.023569059189916995,0.05925632086290493,,0.09467666774007953,0.0556518578367644,0.05937562464927023,0.17553793130726603,0.020683950677126327,0.03758189403223431,0.051785951458763406,0.06891831390588216,0.07498952258862189,0.1471217089249041
TAL1,,,0.2034435473801808,0.20044402540333225,,0.10751164494866061,,,,,0.09968148431356805,0.11371298377891152,0.011089874058715069,0.17137898398247897,,0.003657274649691068,0.0037204504001559185,0.0563862454866628,0.12271163414630425,0.12549757913862383,0.1913301491783284,0.13922241625693035,,0.0160240509544377,0.052588045098723224,0.3209375697767092,,0.010141707581090044,0.012602292965160982,,,0.06000561765615903,0.07058045629583533,,0.08560189621401537,0.03461842508040809,,,0.10630369163058567,0.01844336691916724,0.09365881135977062,0.12382039364161157,,,,,,0.18106614308434202,0.24981907672691644,0.331763073722419,0.518948564763021,,,,0.05386370781816478,0.06059057544211568,,0.05237120386223557,0.16090418983400562,0.012548086390845254,0.11039767519694481,,,,,0.14450793292197517,,,0.090175279591763,,0.21322986763392326,-0.003576174225834899,0.13472126181302435,,0.14543256325090748,,,,0.07113948420540935,0.07480522075514723,0.16153958456240422,0.10394465744838798,,0.03918330130380528,0.0506135910628415,0.021846903444619648,0.01638487019667937,,,,0.30133785842042754,0.1980472419610888,0.025109884815411113,,,,0.03801148700226391,0.05660225815611322,0.23667800239580694,,,,0.05802554695458879,,0.11645308717294048,0.14591525760099897,0.025299210466468342,0.2742044652247721,0.00392666617124426,0.06415454746206951,0.033107413443610914,0.01512785148469175,,,0.008717164810260355,0.02752380903123084,0.013752976018137242,,0.1526676685860044,0.027992893251126173,0.01121514077458605,0.12199587994057168,0.014496839657304441,,,0.0587191590890969,0.12307662530628899,0.16178885331957085,,0.33791416536696267,,0.060717912236533146,0.10202881566486742,0.06258348608739728,1.0,0.2735053455968938,0.11036243480661126,,,,0.46957786429424164,0.013347438145189485,0.028825285567965327,0.00750761294057945,0.2447837836165948,0.05266653423315813,0.09601313005186463,0.0723316226341909,,0.024685165409725488,,0.07583217549076329,0.057276264155400755,0.07984232009911973,,,,0.014553846530313067,0.06360222448760065,,0.037060452962989224,0.0778614580730125,0.19497587484878134,0.21241339748585458,0.09700309947497456,0.2337838716896903,0.034746303559291404,0.16187740672586595,0.18217537466277034,0.38208008200270316
TBLR1,,,0.35573411852504794,0.29394257675651125,0.3548357610262722,0.15275011969467273,,,0.19709946790885405,0.2876794639552986,0.23252575301562228,0.29170122923789654,0.07481090131495934,0.3218031222246995,0.04876674886943114,0.04065379401190618,0.01659690145938238,0.12320258966228953,0.21555067539716205,0.2734650989134297,0.33001914249982595,0.2566663336237395,,0.13929400825004395,0.3128461855312863,0.3154021429454079,,0.050812558205753394,0.06730619980838311,,,0.18373867222010953,0.17991909740941206,0.2247107503575449,0.22208429804232033,0.24445232810479042,,,0.222603217841907,0.04840521081697832,0.1809952619330754,0.1595208749455464,,,,0.353377526915366,,0.24204523984751466,0.3641291038534405,0.33729186355895613,0.28975729965726904,,,,0.13658557047505754,0.24091767522295987,,0.15503147578955062,0.26772061544886905,0.07149900681323952,0.27851600755683475,,,,0.2199343131079772,0.34911645157416943,,0.2970264517801096,0.14895633600677471,,0.24525545267588464,0.004276191264847714,0.3360630791746422,,0.28730038925860174,0.2966539162805386,0.31501478801201166,,0.1090179806514683,0.13030298201316984,0.3047731575372578,0.3307533025550782,,0.08270725439838492,0.06463758515372695,0.06174265672081788,0.07705198064640587,0.2756212172814391,0.33610674122895046,0.3352656011288629,0.3344675179628185,0.16424920828936312,0.11192575315272521,0.23544042081368977,0.30781415306083765,,0.15027150124779867,0.17940740589962706,0.3472524229594494,0.3019327392292656,,,0.12051441065451376,0.11668033530850458,0.27767344605254174,0.3166980139048245,0.1616440204443491,0.29392627237879626,0.03529822880098482,0.18339630799344933,0.17064379572741636,0.08249562603126398,0.2944838496677718,0.1385137629501919,0.06692816894157762,0.11551856594950877,0.06094490101289412,0.25637424713779605,0.27476053671290507,0.14739878065921444,0.09022139807675086,0.31926137587532033,0.08219122664125474,,,0.17031649508075322,0.1652977896480569,0.3289484055884268,0.3426986909920542,0.34463396010850045,,0.17074605823083897,0.25222101397568564,0.17343298109753535,0.2735053455968938,1.0,0.2847148058782775,0.2589610718772227,0.24025988332779172,,0.329993426196268,0.06173772872328063,0.16440247745923142,0.054910996653340136,0.4062622471821821,0.12354662468960738,0.20006747664392735,0.12138259000339706,,0.10887528217730824,0.22226008207317763,0.21312915552418205,0.12181357549449043,0.1729922704873744,0.11752142426211067,,,0.04343584548363359,0.06977992560483258,0.025648260557598872,0.12456919819094966,0.09479262763449603,0.3005671541381448,0.2769340140905764,0.12350141150751824,0.28459563661263176,0.09775379953738375,0.25135062666422103,0.28842122266047165,0.4474832459387929
TBP,0.18315662745515632,0.20082514750275246,0.15802497306167884,0.1739777545237465,0.21908222985929737,0.14371031284829022,0.18188157979176456,0.14228684829106736,0.11884810587686852,0.10010836959943462,0.11454829569239759,0.22451429227468667,0.09369599803166993,0.23053475550074423,0.17300650557825342,0.03563594139926645,0.0013114777243759263,0.10086770219974417,0.0867807358702854,0.21615928353676403,0.3291488303164309,0.12992945613464799,0.28300773846583094,0.15730744932183838,0.30320854033661193,0.23558301802705722,,0.04696450861532933,0.0890219631292792,0.13254633356912063,0.13639965231148476,0.2239545207577168,0.23685888143895137,0.16143964991400966,0.27584947780924396,0.24607137401836274,0.25897960564970074,0.0757495420928525,0.25102401623108517,0.005525020305177759,0.1897355650369642,0.07197888426164524,0.19161187951327663,0.13603265964982317,0.11337337577063081,0.2458261012237517,,0.2439735042069436,0.10467631028361932,0.09658003929182209,0.09073129014960532,,,0.12591837917454418,0.2524473916752905,0.3110611367186296,0.14381565672573968,0.2263346591255418,0.16236561697970167,0.043447130548657856,0.32946717185992125,0.20107570226612634,0.16874782886758477,0.12751863583612674,0.12380824836997156,0.4001796084992371,0.11444973513413395,0.20185168831337155,0.116706339347709,0.17396843044560886,0.18129792484353896,-0.007485518607262763,0.30607675306784066,0.18255677376428947,0.14864012003104277,0.16323807120805392,0.2136154268577747,0.30596661557979854,0.04237191666046526,0.06368409394437101,0.3015159737896478,0.3095232040808505,0.06652495643087361,0.061436213100708056,0.062417956635983804,0.1592296373920596,0.1629869415619165,0.17375387523662109,0.24216144025567743,0.268641419057437,0.15375967513656688,0.12729207728790015,0.17398114529509404,0.19545387898042832,0.21633433686346523,0.09812754776197344,0.38813517386022933,0.4013225030598687,0.34792387600800134,0.30705304024365987,0.04450995760086037,0.08966610626945862,0.10883596064273551,0.13289044614011364,0.48967087051617736,0.23841485193233714,0.22233689304196527,0.3960930771010098,0.04162856106606605,0.2886962605513677,0.18738813108379518,0.11589211781506305,0.229845401183492,0.10973664116141857,0.07507415553380428,0.23295912612040312,0.07642967677682064,0.30495008660485357,0.07578350912254767,0.1686876127872606,0.0912449947508072,0.27795495657850017,0.1322929844849752,0.26239021607427787,0.008752753377496281,0.14288604884925765,0.13932909370212335,0.14028212632061482,0.2561934743312222,0.1559742082298335,-3.0073430851282367e-05,0.28828069629818714,0.44431031520974573,0.3082123153333679,0.11036243480661126,0.2847148058782775,1.0,0.15498590401073395,0.20216863546175518,0.17078199723851417,0.15496887864161546,0.06881878943500577,0.2161030380641098,0.10365952777045476,0.18638044296540485,0.23092479817748374,0.30414703052857583,0.11802203664434026,,0.13189699579900907,0.21847911393539013,0.2942194721840128,0.12373981232336173,0.1766702265399961,0.10683391302026703,0.1368270893842034,,0.05022312343762386,0.008070392638609179,0.02172140951899102,0.1356069280159835,0.1536011462416641,0.12749378176889542,0.2555099598433038,0.061808197837738096,0.07730512347283014,0.07761401694383277,0.10779290948062291,0.1765457420162374,0.24427331698414406
TCF12,,,0.16919300094564918,,0.18827178410174614,0.14476591302799935,,,0.19567769991621503,0.2479699282302581,0.2936345107581502,0.2109316293668373,,0.1860021075418771,0.04091199356176789,,,0.07220724313825867,,,,0.1187336470947758,0.18060514041066217,0.06079121512586273,0.16724679885320462,0.12807780667736435,0.2016580032284624,0.04374858947508747,,0.11496431818577041,,0.09299755546293909,,0.2535557666654545,0.20925436720176424,0.16247393405981217,,0.0976511729172393,0.2150880483689242,0.013557156429102957,0.17402334530875274,0.04356969262948585,0.2733940901006282,0.1206056297991519,0.15317249053751766,0.2651348242167372,,0.15385693943496537,,,,,0.28626906013275905,0.016374974832511262,,0.08748785833675592,,,0.1978399179951984,,,0.24907195025851184,0.19876316718886,0.06841907392724943,0.14900348524977883,,0.0035981152152725687,0.26622171866520994,,0.035655336177652604,0.1466551048043146,,0.17428475889169073,0.22736676341645803,0.24819620805308515,0.2151916397588406,0.21068913283062557,0.19085580055780538,0.04541862991276551,0.029377561963525603,0.15297515262077527,0.1569565332380781,0.19566106072530512,,0.03449728632452932,0.043149179569657636,0.07948898307692405,0.1799609823136133,0.22463533864885726,0.2505633020088926,,0.1395782205684123,0.05251894178546799,0.2771023733188119,0.3223159998562517,0.11307080384920164,,,0.24944861176837974,0.2916740630296691,0.15869412730476892,,0.1416186290860898,0.15556381586752868,0.1459339422141704,,0.08200681783412378,0.12188497680810338,0.012278735981515979,0.08060770771104168,0.06284024091834033,,0.2831342851921953,0.16809529566238432,0.07712408127053653,,,0.1456770020916311,,0.13632132316551104,0.09931612156738606,0.24678326193380049,0.021047263098712594,0.09192136616886402,,0.10432594709773894,0.044970117514210324,,0.14440541518646807,0.1752790618121083,0.006009045080574511,0.170992746100702,0.13384833146124908,0.09338879335253232,,0.2589610718772227,0.15498590401073395,1.0,0.4699889329356556,0.16352983620791908,0.18207026674582494,,,0.04427291054539802,,,,0.12014662047958008,,0.07636668663333934,0.11021055905922914,0.16955609988621495,0.20994261124532212,0.0972418123359697,0.165840190471029,,,,-0.000488209295132479,0.019746885372022627,0.12005223937208194,0.043098731105290736,0.08258902490841159,0.11414120868797183,,,,,,0.3713192424524908
TCF3,,,,,0.2265383478242354,0.05854810573960236,,,0.16086091998498755,0.23044649771765277,0.24332992098625103,0.2138020527202422,,0.23471678588901623,0.04551039619791986,,,,,,,0.1836800742606596,,0.10792001031892381,0.2579931208183429,0.09881208206848843,,0.06179775438119345,,,,0.09208778232151686,,0.1898920857711948,0.25274426758908763,0.1565482700920889,,,0.1575777726400799,0.03583347038443294,0.2099674054269742,,,,,0.2392900256307611,,0.1641681197731593,,,,,,,,,,,,,,,,,0.1307373132898113,,,0.22936567825658608,,,0.10252291639103654,,0.23984139630004747,,0.22035640538264462,0.20189012225649008,0.2081848578467704,,,,0.21041488346595633,0.23329984857368471,,,0.03317075369307709,0.043790143360550884,0.08241790408105037,0.21020078171307133,0.21069730388092564,0.22026554112554178,,0.09981835453033222,0.11478900009984545,0.23837482025189374,0.29025021614621294,,,,0.2637492628788074,0.28088244518924477,,,0.11373040195187477,0.16595184340587932,0.27993781328389755,,0.18502998834576959,0.21217425378002813,0.004455419832155138,,0.08858721277603071,,0.23906677047265593,0.12609077323540513,0.08464593698227586,,,0.1701447243116202,,0.10068667933310112,0.08392967441752047,0.28433124569499235,,,,0.16252576972167967,0.045435846975312034,,0.12728194881164148,0.20100771800275072,,,0.24816293069489606,,,0.24025988332779172,0.20216863546175518,0.4699889329356556,1.0,,,,,0.030557389612427086,,,,0.12767106375988868,,0.11505468676352329,0.09880048983815379,0.2007503816844976,0.10843350746106895,,0.17525680117706152,,,,-0.0020342736012525786,0.017572705152395687,0.09971116349495168,0.04453248830284942,,0.1386604513482632,,,,,,0.3079453034307419
TCF7L2,0.23383517062084708,0.24871826863165625,0.15776146810738262,,,0.02193033112375721,0.1919445326213695,0.14009670364798338,,,,,0.022429132295046242,0.09371536095553802,0.10948589245083185,0.008152876208483824,0.0011091980769646341,,0.08641064873680145,,,0.13385398859283348,0.08566728415430609,,0.15495620853779155,0.1802971898800864,,0.014298710503128073,,,0.09825167126205457,0.11320897511069132,0.10324305910270433,,0.06001249660268743,0.14423006273383449,0.10392941642406923,0.031427616403918154,,-0.004944326237299813,,,0.08413128400178231,0.13902892724519783,0.1389355679152263,,,0.0638041690908389,,,,0.34152572814245175,,0.001056279195769955,,0.26100146010241965,0.09528047679348733,,0.1550105579145849,,,0.13128544442562337,0.12575536096726345,0.027166582340574084,,,0.0341306081335383,,0.14929599271724142,,0.15233024789465383,0.1537297619717055,0.11554956592674026,0.215321851838355,,,,0.17507123171883784,0.02265234856462968,0.0654157183883404,0.1601299269299461,0.13698644469398993,,,,0.09299735868826199,0.09530437187884848,,0.21082684216257805,,,0.039776701104798674,0.03528625127196847,,,0.06249819373615256,,,,,,0.10151731016999431,,,0.11201304843272035,0.12182734307774626,0.08532397764594747,0.19228542097634996,,,0.12624036504465688,0.037906066978154504,,0.14973682668874352,0.06723901233826984,,,,,,0.0839545644591898,0.14898694831771409,-0.0014825075621707601,,0.008758139795736926,0.04351188674296012,0.21754862695034954,,0.2535294205413454,,,0.08484072730879173,0.10641490824639775,,,,0.17078199723851417,0.16352983620791908,,1.0,0.1960663575146394,0.03392046752669579,,0.04260185114142578,,,,0.025546972004632556,,0.07595779465758411,,0.14283041225705365,0.1598649834247062,0.049499349842240636,,0.10793600734948662,0.31012728835825587,0.04118342681795941,-0.0015504419766634771,0.014765003344660648,0.09065640855634402,0.17934790329731604,0.14632482325963878,0.10831095318493805,,,,,,0.2383921804859206
TEAD4,,,0.2961989017142379,0.2650775022738591,0.11335575537320319,0.10942638938932203,,,,0.14039540222233812,0.10588287005852226,0.18677371525312272,0.049676480938882654,0.19851107180698,0.036166636462758465,0.02549688133813659,0.0087916749569259,0.07772449347563384,0.12646986494983334,0.23808152061456414,0.24197305751190243,0.14230817646705,0.16130525194128378,0.033568059621525634,0.08981244322112425,0.26722643217672437,,0.06284737568678006,0.05931010724242655,0.07709762874941195,,0.13066867925438236,0.14647101567218782,,0.1503197569057022,0.09559218612016612,,0.06478297430504108,0.16902346995708,0.0026554170586585452,0.11602493206471041,0.10036832260978054,0.21361208268771031,0.28511186174105907,0.2697905462457007,,,0.11025955277603545,0.2281336865411042,0.31798585148733005,0.4693082884007573,,,0.02104389716918096,0.10475859015011538,0.09294982722773884,,0.10233949700083755,0.22487593994055474,0.027672522998697383,0.1607035903882551,0.28311390677493337,0.26064539032745965,0.09043293417907228,,0.22049008428845293,0.016279053738877655,,0.09998762619640719,0.034937753004422346,0.22716747127091527,0.000898127639648583,0.17191711524319192,0.2829803666442117,0.16069900986927993,,,0.3420838446537216,0.07356640275269474,0.0599534850153737,0.15491998038480073,0.12961486670254393,0.12764917639779816,0.03980035247215955,0.07199730189176343,0.04302109428342917,0.03462284887294689,,0.37131487517461714,,0.35867083636923175,0.1203176465230738,0.04447999184208568,,,0.09357138140778054,0.09783240104151951,0.12032749836431916,0.28735292231095944,,0.10310805655707335,,0.09098796715585214,,0.12380060165118652,0.19614392376226664,0.06045174092480897,0.1632093027579179,0.01507440731676259,0.09404228512384549,0.05693120866600432,0.04408678200087725,,0.17908706396609636,0.08638094578178895,0.07492872557078685,0.04942092671302945,0.1134435498048993,0.17786580622633136,0.06342418313538833,0.09511349186349194,0.2257326549574006,0.02645978473419548,0.07446059601294096,,0.07912498278378112,0.1523364199123141,0.1799321940687784,,0.360418944601978,-0.0010876140974874964,0.1163942668487965,0.10317728951111794,0.0952456753371568,0.46957786429424164,0.329993426196268,0.15496887864161546,0.18207026674582494,,0.1960663575146394,1.0,0.04221535830541239,0.08735181243564516,0.038351814448362685,0.3138662953631577,0.08015367075184654,0.14371185233555844,0.0771293357750606,,0.04966136752949116,,0.13876691939945254,0.09657571921006236,0.10155002066689889,,,,0.023340682596689782,0.033261063538407847,,0.1311723613523322,0.13173133252205377,0.17420918498849436,0.1650930753689386,0.1542078044378597,0.26320888993065816,0.06584459811664213,0.23812000308618173,0.29010373121038924,0.3541149627775481
